size_sqmeters,decorated,no_rooms,price,type_of_building,market,district,floor_no,line_distance,price_per_sqmet
68,Tak,3,816 000,APARTAMENTOWIEC,wtórny,Ursynów,5,10.457335996,12000
73,Nie,2,890 000,KAMIENICA,wtórny,Śródmieście,8,0.8036307544,12191.780822
52,Tak,3,370 000,BLOK,wtórny,Targówek,6,6.4112495076,7115.3846154
48,Tak,2,625 000,APARTAMENTOWIEC,wtórny,Ochota,2,3.0250188901,13020.833333
61,Tak,3,649 000,BLOK,wtórny,Śródmieście,0,2.2698829054,10639.344262
39,Tak,2,450 000,KAMIENICA,wtórny,Ochota,2,2.6775865818,11538.461538
62,Tak,3,395 000,BLOK,wtórny,Bemowo,0,6.7729625791,6370.9677419
60,Tak,3,512 000,BLOK,wtórny,Praga_Południe,2,5.997478298,8533.3333333
70,Tak,3,599 000,BLOK,wtórny,Bemowo,1,7.2225557303,8557.1428571
62,Nie,3,561 000,APARTAMENTOWIEC,pierwotny,Wola,2,4.3618333972,9048.3870968
48,Nie,2,512 000,KAMIENICA,wtórny,Mokotów,1,4.8023633232,10666.666667
72,Tak,3,565 000,BLOK,wtórny,Praga_Południe,3,5.6072320923,7847.2222222
70,Nie,2,1 800 000,KAMIENICA,wtórny,Śródmieście,4,0.8036307544,25714.285714
30,Nie,1,290 000,BLOK,wtórny,Ursus,2,10.180955268,9666.6666667
64,Tak,3,410 000,BLOK,wtórny,Bemowo,1,6.7729625791,6406.25
55,Tak,2,660 000,KAMIENICA,wtórny,Żoliborz,1,4.8958812449,12000
47,Tak,3,460 000,BLOK,wtórny,Bielany,3,5.7939426264,9787.2340426
64,Tak,2,640 000,APARTAMENTOWIEC,wtórny,Wilanów,0,10.176065893,10000
61,Tak,2,792 000,OTHER,wtórny,Mokotów,7,4.8023633232,12983.606557
63,Tak,2,675 000,BLOK,wtórny,Śródmieście,4,1.7885850832,10714.285714
63,Nie,3,590 000,BLOK,wtórny,Bemowo,2,7.433460989,9365.0793651
34,Tak,2,399 000,BLOK,wtórny,Wola,1,4.991577361,11735.294118
52,Tak,2,449 000,BLOK,wtórny,Ursynów,1,10.457335996,8634.6153846
42,Tak,2,425 000,BLOK,pierwotny,Ursus,1,9.0435441245,10119.047619
53,Tak,2,744 000,APARTAMENTOWIEC,wtórny,Mokotów,2,4.8023633232,14037.735849
61,Tak,2,535 000,BLOK,wtórny,Praga_Południe,3,8.2152439358,8770.4918033
74,Tak,4,550 000,BLOK,wtórny,Bemowo,0,6.7729625791,7432.4324324
53,Tak,3,570 000,BLOK,wtórny,Mokotów,3,4.8022109872,10754.716981
72,Nie,3,655 000,BLOK,wtórny,Białołęka,4,10.844570016,9097.2222222
121,Nie,4,8 800,APARTAMENTOWIEC,pierwotny,Mokotów,6,4.8023633232,72.727272727
72,Tak,3,830 000,BLOK,wtórny,Białołęka,,10.88675137,11527.777778
34,Nie,2,325 000,BLOK,wtórny,Ochota,0,2.6775865818,9558.8235294
24,Nie,1,240 000,BLOK,wtórny,Żoliborz,2,4.1942763133,10000
36,Tak,2,420 000,BLOK,wtórny,Ochota,1,2.6775865818,11666.666667
38,Tak,2,395 000,BLOK,wtórny,Praga_Południe,4,4.4020327733,10394.736842
53,Nie,3,589 000,BLOK,pierwotny,Ochota,4,2.6775865818,11113.207547
50,Tak,2,420 000,BLOK,wtórny,Bemowo,9,7.1488510552,8400
31,Tak,1,297 000,BLOK,wtórny,Mokotów,4,4.8023633232,9580.6451613
32,Tak,2,499 000,KAMIENICA,wtórny,Śródmieście,8,2.037178406,15593.75
84,Tak,4,670 000,APARTAMENTOWIEC,wtórny,Ochota,0,4.9844982567,7976.1904762
53,Tak,3,430 000,BLOK,wtórny,Wawer,2,12.744749689,8113.2075472
51,Tak,2,489 000,BLOK,wtórny,Praga_Południe,1,6.5619831956,9588.2352941
70,Tak,3,696 000,APARTAMENTOWIEC,wtórny,Ochota,2,2.6775865818,9942.8571429
50,Tak,2,499 000,BLOK,wtórny,Wola,0,2.6554000851,9980
50,Nie,2,550 000,KAMIENICA,wtórny,Mokotów,1,4.8023633232,11000
106,Nie,3,1 150 000,KAMIENICA,wtórny,Śródmieście,4,0.8036307544,10849.056604
36,Nie,1,394 506,BLOK,pierwotny,Bemowo,2,3.9693962058,10958.5
31,Nie,2,329 000,BLOK,wtórny,Mokotów,10,4.8023633232,10612.903226
28,Nie,2,270 000,BLOK,wtórny,Ursus,3,9.3623853402,9642.8571429
34,Nie,1,430 000,APARTAMENTOWIEC,wtórny,Wola,5,2.6554000851,12647.058824
74,Nie,4,695 000,APARTAMENTOWIEC,wtórny,Ursus,1,9.3623935609,9391.8918919
73,Tak,3,585 000,BLOK,wtórny,Praga_Południe,3,5.6072320923,8013.6986301
54,Tak,3,696 600,BLOK,wtórny,Praga_Południe,5,4.3869312908,12900
34,Tak,1,459 000,BLOK,wtórny,Mokotów,0,4.1324800475,13500
69,Nie,3,685 000,BLOK,wtórny,Praga_Południe,0,5.6072320923,9927.5362319
46,Tak,2,629 000,BLOK,wtórny,Mokotów,8,5.9805975578,13673.913043
30,Tak,1,530 000,APARTAMENTOWIEC,wtórny,Bielany,2,7.1026253849,17666.666667
72,Tak,3,910 000,BLOK,wtórny,Bemowo,0,6.7729625791,12638.888889
55,Tak,3,499 900,BLOK,wtórny,Wola,5,2.4918006278,9089.0909091
40,Nie,2,444 170,APARTAMENTOWIEC,pierwotny,Mokotów,4,6.0760962716,11104.25
77,Tak,3,778 000,BLOK,wtórny,Ursynów,2,12.017364841,10103.896104
53,Tak,2,560 000,APARTAMENTOWIEC,wtórny,Bemowo,0,6.5743664068,10566.037736
38,Nie,2,559 000,APARTAMENTOWIEC,wtórny,Śródmieście,4,2.4648326351,14710.526316
59,Nie,3,759 000,APARTAMENTOWIEC,wtórny,Śródmieście,5,2.5419419529,12864.40678
58,Tak,3,540 000,BLOK,wtórny,Ursynów,0,7.6017706118,9310.3448276
182,Tak,4,1 320 000,KAMIENICA,wtórny,Mokotów,3,4.8023633232,7252.7472527
52,Tak,4,495 000,BLOK,wtórny,Bielany,0,7.3122715859,9519.2307692
190,Nie,4,1 855 000,APARTAMENTOWIEC,pierwotny,Wola,0,4.4095849034,9763.1578947
67,Tak,3,720 000,APARTAMENTOWIEC,wtórny,Ursynów,0,10.457335996,10746.268657
85,Tak,4,965 000,BLOK,wtórny,Wola,7,2.6554000851,11352.941176
50,Tak,2,565 000,BLOK,wtórny,Śródmieście,2,1.4062388171,11300
41,Tak,2,340 000,BLOK,wtórny,Targówek,3,5.8497269543,8292.6829268
38,Tak,1,370 000,BLOK,wtórny,Praga_Południe,1,5.7868186491,9736.8421053
53,Tak,3,499 000,BLOK,wtórny,Mokotów,4,4.8023633232,9415.0943396
65,Tak,3,681 500,BLOK,wtórny,Śródmieście,4,0.8036307544,10484.615385
40,Tak,2,439 000,KAMIENICA,wtórny,Bielany,1,6.2383440657,10975
49,Tak,2,479 000,BLOK,wtórny,Mokotów,4,6.2692266663,9775.5102041
41,Nie,2,560 000,KAMIENICA,wtórny,Mokotów,6,4.5562855665,13658.536585
46,Tak,2,449 000,BLOK,wtórny,Bemowo,10,6.3223740642,9760.8695652
37,Nie,2,410 000,BLOK,wtórny,Żoliborz,0,3.1361127631,11081.081081
37,Nie,2,420 000,BLOK,wtórny,Ochota,7,2.6775865818,11351.351351
38,Nie,2,340 000,BLOK,wtórny,Wola,3,2.6554000851,8947.3684211
24,Tak,1,285 000,BLOK,wtórny,Ursynów,4,10.457335996,11875
49,Nie,3,545 000,BLOK,wtórny,Śródmieście,2,0.4996147273,11122.44898
32,Tak,2,499 000,BLOK,wtórny,Wola,4,2.9177186687,15593.75
27,Tak,1,240 000,BLOK,wtórny,Białołęka,1,10.88675137,8888.8888889
30,Nie,1,370 000,BLOK,pierwotny,Wola,3,2.6554000851,12333.333333
88,Tak,3,520 000,BLOK,wtórny,Ursus,3,9.3623935609,5909.0909091
44,Tak,2,615 000,APARTAMENTOWIEC,wtórny,Praga_Północ,3,4.1824707212,13977.272727
48,Tak,2,409 000,KAMIENICA,wtórny,Praga_Północ,0,3.6553898512,8520.8333333
50,Nie,2,470 000,BLOK,wtórny,Mokotów,1,6.2013443356,9400
60,Nie,3,560 000,BLOK,wtórny,Ursynów,2,10.951832247,9333.3333333
65,Tak,2,627 000,BLOK,wtórny,Bielany,4,5.6410695426,9646.1538462
45,Nie,2,578 000,BLOK,wtórny,Ochota,5,4.1856221977,12844.444444
63,Tak,3,470 000,BLOK,wtórny,Ursynów,4,8.898972968,7460.3174603
55,Tak,3,554 900,BLOK,wtórny,Bielany,7,7.3122715859,10089.090909
54,Tak,2,460 000,BLOK,wtórny,Praga_Południe,2,5.6072320923,8518.5185185
42,Tak,2,365 000,BLOK,wtórny,Białołęka,1,10.998436184,8690.4761905
46,Tak,2,400 000,BLOK,wtórny,Bemowo,2,6.7729625791,8695.6521739
57,Nie,2,599 000,BLOK,wtórny,Ursynów,1,10.457335996,10508.77193
49,Nie,3,525 000,BLOK,wtórny,Praga_Północ,3,3.6553898512,10714.285714
59,Nie,3,470 000,BLOK,wtórny,Targówek,2,6.4989536162,7966.1016949
58,Tak,3,672 750,BLOK,wtórny,Śródmieście,8,0.8036307544,11599.137931
50,Tak,2,362 880,BLOK,wtórny,Białołęka,1,10.88675137,7257.6
56,Tak,3,650 000,BLOK,wtórny,Wola,2,2.6554000851,11607.142857
61,Nie,3,450 000,BLOK,wtórny,Ursus,0,9.3623935609,7377.0491803
56,Tak,3,560 000,BLOK,wtórny,Wola,2,2.6554000851,10000
51,Tak,2,445 000,BLOK,wtórny,Bemowo,2,6.7729625791,8725.4901961
30,Nie,1,450 000,BLOK,wtórny,Śródmieście,1,0.8036307544,15000
34,Tak,1,425 000,APARTAMENTOWIEC,wtórny,Wola,4,2.6554000851,12500
49,Tak,2,435 997,BLOK,wtórny,Ursynów,0,10.457335996,8897.8979592
30,Tak,1,330 000,BLOK,wtórny,Praga_Południe,3,5.6072320923,11000
42,Nie,2,360 000,BLOK,wtórny,Bemowo,4,6.4076051399,8571.4285714
72,Nie,4,705 000,BLOK,wtórny,Ursynów,1,10.457335996,9791.6666667
40,Tak,2,480 000,BLOK,wtórny,Mokotów,10,12.53661179,12000
43,Tak,1,475 000,APARTAMENTOWIEC,wtórny,Mokotów,6,5.6102051808,11046.511628
52,Tak,3,435 000,BLOK,wtórny,Białołęka,2,10.681096938,8365.3846154
64,Tak,3,795 000,BLOK,wtórny,Wola,6,0.9511986519,12421.875
46,Nie,3,450 000,BLOK,wtórny,Targówek,0,6.4989536162,9782.6086957
46,Nie,2,410 000,BLOK,wtórny,Praga_Północ,5,4.2463514757,8913.0434783
68,Tak,3,515 000,BLOK,wtórny,Praga_Południe,6,6.1730549389,7573.5294118
44,Nie,2,475 200,BLOK,wtórny,Ursus,5,9.3623935609,10800
38,Tak,2,420 000,BLOK,wtórny,Praga_Południe,4,5.6072320923,11052.631579
56,Tak,2,398 000,BLOK,wtórny,Białołęka,3,9.0369725571,7107.1428571
63,Tak,3,598 000,BLOK,wtórny,Mokotów,0,6.7656473787,9492.0634921
103,Tak,4,723 800,BLOK,pierwotny,Białołęka,1,10.88675137,7027.184466
81,Tak,3,730 000,BLOK,wtórny,Ursus,3,9.3623935609,9012.345679
38,Nie,2,415 000,BLOK,wtórny,Praga_Południe,4,5.6072320923,10921.052632
53,Nie,2,665 000,APARTAMENTOWIEC,wtórny,Wola,2,2.6554000851,12547.169811
36,Tak,2,299 000,APARTAMENTOWIEC,wtórny,Wawer,1,10.19032176,8305.5555556
56,Nie,3,549 999,BLOK,wtórny,Bemowo,1,3.9404520166,9821.4107143
37,Tak,2,399 600,BLOK,wtórny,Bielany,0,7.3122715859,10800
54,Tak,2,655 000,BLOK,wtórny,Żoliborz,1,2.8794158625,12129.62963
30,Tak,2,440 000,KAMIENICA,wtórny,Śródmieście,,0.8036307544,14666.666667
51,Tak,2,550 000,BLOK,wtórny,Praga_Południe,2,5.8079109452,10784.313725
126,Tak,4,550 000,BLOK,wtórny,Bemowo,3,6.7729625791,4365.0793651
38,Nie,1,439 000,KAMIENICA,wtórny,Mokotów,0,3.9387055205,11552.631579
79,Nie,3,650 000,BLOK,wtórny,Praga_Południe,2,6.0115209178,8227.8481013
45,Tak,2,575 000,BLOK,wtórny,Praga_Południe,3,5.6072134708,12777.777778
80,Tak,3,965 000,KAMIENICA,wtórny,Śródmieście,4,0.8036307544,12062.5
70,Tak,3,829 000,APARTAMENTOWIEC,wtórny,Wola,10,2.6554000851,11842.857143
46,Tak,2,390 000,BLOK,wtórny,Białołęka,0,12.969491982,8478.2608696
47,Tak,2,605 000,BLOK,wtórny,Mokotów,1,4.8023633232,12872.340426
38,Tak,1,550 000,BLOK,wtórny,Śródmieście,5,0.8036307544,14473.684211
64,Tak,3,500 000,BLOK,wtórny,Praga_Południe,7,5.6072320923,7812.5
21,Nie,1,273 000,BLOK,wtórny,Bielany,1,6.0301742894,13000
62,Tak,3,450 000,BLOK,wtórny,Targówek,6,6.4989536162,7258.0645161
45,Tak,2,299 900,BLOK,wtórny,Białołęka,0,10.88675137,6664.4444444
65,Nie,3,460 000,BLOK,wtórny,Włochy,3,7.4750975059,7076.9230769
60,Tak,3,625 000,APARTAMENTOWIEC,wtórny,Praga_Południe,10,7.2285298332,10416.666667
37,Nie,2,415 000,BLOK,wtórny,Mokotów,3,4.8023633232,11216.216216
59,Tak,3,495 000,BLOK,wtórny,Bemowo,0,6.7729625791,8389.8305085
28,Tak,1,310 000,BLOK,wtórny,Wola,0,3.1312246296,11071.428571
73,Tak,4,575 000,BLOK,wtórny,Targówek,2,4.992275106,7876.7123288
34,Tak,1,443 690,KAMIENICA,wtórny,Śródmieście,3,0.8036307544,13049.705882
79,Tak,4,685 000,BLOK,wtórny,Bemowo,6,6.6276328773,8670.8860759
74,Tak,4,571 000,BLOK,wtórny,Praga_Południe,8,5.6072320923,7716.2162162
37,Tak,2,394 320,BLOK,wtórny,Mokotów,0,4.8023633232,10657.297297
26,Tak,1,318 000,BLOK,wtórny,Śródmieście,1,0.8036307544,12230.769231
34,Tak,2,349 000,BLOK,wtórny,Białołęka,0,8.6425409686,10264.705882
51,Tak,3,499 000,BLOK,wtórny,Praga_Południe,7,4.7603151064,9784.3137255
38,Nie,2,285 000,BLOK,wtórny,Białołęka,4,11.694959201,7500
71,Nie,3,615 000,APARTAMENTOWIEC,wtórny,Ursus,0,9.3623935609,8661.971831
37,Tak,1,325 000,OTHER,wtórny,Białołęka,7,11.85932776,8783.7837838
58,Tak,2,696 000,APARTAMENTOWIEC,wtórny,Śródmieście,5,0.8036307544,12000
33,Nie,1,569 000,KAMIENICA,wtórny,Śródmieście,2,0.8036307544,17242.424242
65,Tak,3,975 000,BLOK,wtórny,Wola,0,2.6554000851,15000
40,Tak,2,450 000,APARTAMENTOWIEC,wtórny,Praga_Południe,3,5.6072320923,11250
42,Tak,2,179 000,BLOK,wtórny,Wola,5,2.6554000851,4261.9047619
78,Tak,3,785 000,BLOK,wtórny,Śródmieście,6,0.8037165689,10064.102564
46,Nie,2,350 000,BLOK,wtórny,Targówek,5,6.4989536162,7608.6956522
32,Tak,1,285 000,OTHER,wtórny,Wawer,1,8.9122828229,8906.25
35,Nie,2,415 000,APARTAMENTOWIEC,pierwotny,Praga_Północ,3,4.4191953761,11857.142857
37,Nie,3,295 000,BLOK,wtórny,Włochy,0,6.4671420573,7972.972973
70,Tak,3,755 000,APARTAMENTOWIEC,wtórny,Wola,2,5.0523942496,10785.714286
59,Tak,3,560 000,BLOK,wtórny,Praga_Południe,8,3.5078630433,9491.5254237
41,Nie,2,499 000,APARTAMENTOWIEC,pierwotny,Praga_Północ,0,3.6553898512,12170.731707
48,Tak,2,365 000,BLOK,wtórny,Wesoła,3,16.216240502,7604.1666667
45,Nie,2,549 000,APARTAMENTOWIEC,pierwotny,Praga_Północ,0,3.6553898512,12200
55,Nie,3,564 000,BLOK,pierwotny,Wola,2,4.2871137387,10254.545455
42,Tak,2,400 000,BLOK,wtórny,Bielany,1,7.3122715859,9523.8095238
58,Tak,3,950 000,KAMIENICA,wtórny,Śródmieście,1,2.3211319786,16379.310345
32,Nie,2,378 000,BLOK,wtórny,Wola,8,1.9594711888,11812.5
29,Tak,1,290 000,BLOK,wtórny,Białołęka,3,10.88675137,10000
57,Nie,3,540 000,KAMIENICA,wtórny,Wola,2,2.6554000851,9473.6842105
67,Tak,3,729 000,BLOK,wtórny,Włochy,2,6.4671420573,10880.597015
48,Tak,3,530 000,BLOK,wtórny,Bielany,4,7.3122715859,11041.666667
47,Tak,3,455 000,BLOK,wtórny,Bielany,4,7.3122715859,9680.8510638
52,Tak,2,546 000,KAMIENICA,wtórny,Praga_Północ,0,3.4584821179,10500
35,Tak,1,359 000,BLOK,wtórny,Praga_Południe,2,5.6072320923,10257.142857
44,Tak,2,499 999,BLOK,wtórny,Śródmieście,4,0.8036307544,11363.613636
84,Nie,3,899 000,KAMIENICA,wtórny,Mokotów,2,3.383392228,10702.380952
57,Tak,3,460 000,BLOK,wtórny,Bielany,3,7.3122715859,8070.1754386
22,Tak,1,265 000,KAMIENICA,wtórny,Praga_Południe,0,7.0483189159,12045.454545
49,Nie,3,500 000,BLOK,wtórny,Mokotów,4,6.1433419393,10204.081633
56,Tak,4,500 000,BLOK,wtórny,Żoliborz,6,5.2436407866,8928.5714286
43,Tak,2,310 000,BLOK,wtórny,Ursus,3,9.3623935609,7209.3023256
63,Nie,3,525 000,BLOK,wtórny,Praga_Południe,11,5.8504262202,8333.3333333
47,Nie,3,580 000,BLOK,wtórny,Śródmieście,3,0.8036307544,12340.425532
57,Tak,4,650 000,BLOK,wtórny,Bielany,10,5.3006146057,11403.508772
25,Nie,1,190 000,APARTAMENTOWIEC,pierwotny,Białołęka,3,11.505853006,7600
82,Nie,4,669 000,APARTAMENTOWIEC,wtórny,Bemowo,3,6.7729625791,8158.5365854
34,Tak,2,646 000,APARTAMENTOWIEC,wtórny,Wola,5,2.6554000851,19000
48,Nie,2,350 000,APARTAMENTOWIEC,pierwotny,Ursynów,2,10.457335996,7291.6666667
56,Nie,3,540 000,APARTAMENTOWIEC,pierwotny,Wola,1,2.6554000851,9642.8571429
65,Tak,3,499 000,BLOK,wtórny,Praga_Południe,3,5.6072320923,7676.9230769
63,Nie,4,675 000,BLOK,wtórny,Śródmieście,,1.8110308643,10714.285714
40,Tak,2,438 000,BLOK,wtórny,Śródmieście,4,0.411436671,10950
35,Nie,1,100 000,APARTAMENTOWIEC,pierwotny,Bemowo,7,6.7729625791,2857.1428571
68,Tak,3,580 000,BLOK,wtórny,Ursynów,0,10.457335996,8529.4117647
33,Tak,2,329 000,BLOK,wtórny,Ursus,11,9.3623935609,9969.6969697
44,Tak,2,105 000,BLOK,wtórny,Białołęka,2,7.965166056,2386.3636364
38,Tak,2,409 000,BLOK,wtórny,Mokotów,0,4.8023633232,10763.157895
47,Tak,2,598 678,APARTAMENTOWIEC,wtórny,Mokotów,1,6.2663058404,12737.829787
53,Tak,3,490 000,BLOK,wtórny,Targówek,2,6.9166755119,9245.2830189
48,Nie,1,699 000,APARTAMENTOWIEC,wtórny,Mokotów,2,4.8023633232,14562.5
64,Nie,3,555 000,BLOK,wtórny,Włochy,0,6.4671420573,8671.875
70,Nie,3,575 000,BLOK,wtórny,Białołęka,0,10.88675137,8214.2857143
63,Tak,3,500 000,BLOK,wtórny,Ursynów,3,11.005884079,7936.5079365
23,Nie,1,249 900,KAMIENICA,wtórny,Praga_Południe,3,6.6917990273,10865.217391
60,Nie,3,612 000,APARTAMENTOWIEC,wtórny,Bemowo,3,6.7729625791,10200
49,Nie,2,423 000,BLOK,wtórny,Targówek,0,7.8469971834,8632.6530612
42,Nie,2,395 000,BLOK,wtórny,Praga_Południe,1,5.6072320923,9404.7619048
40,Tak,2,569 000,BLOK,wtórny,Śródmieście,5,0.6561825123,14225
73,Tak,4,583 000,BLOK,wtórny,Praga_Północ,5,4.5838932584,7986.3013699
70,Tak,3,840 000,BLOK,wtórny,Mokotów,5,4.8023633232,12000
40,Tak,2,345 000,BLOK,wtórny,Białołęka,1,10.494032471,8625
38,Tak,2,360 000,BLOK,wtórny,Białołęka,1,10.88675137,9473.6842105
47,Nie,3,320 000,BLOK,wtórny,Praga_Południe,7,5.6072320923,6808.5106383
46,Tak,2,405 000,BLOK,wtórny,Bemowo,7,3.6517506557,8804.3478261
36,Nie,2,405 000,BLOK,wtórny,Wola,3,2.1743805022,11250
31,Tak,1,232 500,KAMIENICA,wtórny,Wola,0,2.6554000851,7500
55,Tak,3,458 000,BLOK,wtórny,Targówek,7,5.8148473751,8327.2727273
70,Tak,3,900 000,BLOK,wtórny,Żoliborz,1,4.1942763133,12857.142857
24,Tak,1,319 000,APARTAMENTOWIEC,wtórny,Mokotów,7,4.8023633232,13291.666667
45,Tak,2,549 000,BLOK,wtórny,Mokotów,4,5.0195779041,12200
57,Nie,3,515 000,APARTAMENTOWIEC,pierwotny,Ochota,3,5.0713422086,9035.0877193
31,Tak,1,375 000,BLOK,wtórny,Ursynów,1,10.457335996,12096.774194
70,Tak,3,575 000,BLOK,wtórny,Bemowo,2,16.487312827,8214.2857143
38,Tak,2,340 000,BLOK,wtórny,Targówek,6,7.4025866172,8947.3684211
30,Nie,2,270 000,BLOK,wtórny,Bemowo,4,6.7729625791,9000
62,Nie,1,770 000,APARTAMENTOWIEC,wtórny,Ochota,3,2.6775865818,12419.354839
94,Nie,4,679 000,APARTAMENTOWIEC,wtórny,Rembertów,1,10.756174836,7223.4042553
38,Tak,2,359 000,BLOK,wtórny,Targówek,5,6.4989536162,9447.3684211
14,Tak,1,240 000,KAMIENICA,wtórny,Mokotów,3,5.6946170149,17142.857143
96,Tak,4,590 000,OTHER,wtórny,Wesoła,2,15.867088373,6145.8333333
70,Tak,3,480 000,BLOK,wtórny,Białołęka,1,10.614800823,6857.1428571
89,Tak,4,945 000,BLOK,wtórny,Białołęka,1,10.88675137,10617.977528
66,Tak,3,595 000,BLOK,wtórny,Białołęka,1,10.88675137,9015.1515152
70,Tak,3,545 000,BLOK,wtórny,Rembertów,1,10.381661404,7785.7142857
47,Tak,2,395 000,BLOK,wtórny,Białołęka,1,10.88675137,8404.2553191
57,Nie,3,485 000,BLOK,wtórny,Praga_Południe,8,4.7030906154,8508.7719298
34,Nie,2,435 000,KAMIENICA,wtórny,Praga_Północ,2,3.6553898512,12794.117647
42,Tak,2,460 000,BLOK,wtórny,Mokotów,10,6.1220167428,10952.380952
50,Tak,2,860 000,APARTAMENTOWIEC,wtórny,Ochota,1,2.0314247388,17200
57,Tak,3,500 000,BLOK,wtórny,Mokotów,3,5.9558871895,8771.9298246
132,Nie,3,1 590 000,APARTAMENTOWIEC,wtórny,Mokotów,2,4.8023633232,12045.454545
24,Tak,1,369 000,BLOK,wtórny,Śródmieście,3,0.8036307544,15375
106,Tak,4,1 100 000,BLOK,wtórny,Ursynów,3,10.457335996,10377.358491
45,Tak,2,625 000,BLOK,pierwotny,Mokotów,5,4.8023633232,13888.888889
50,Tak,3,648 000,BLOK,wtórny,Śródmieście,9,0.8036307544,12960
44,Nie,3,644 000,BLOK,pierwotny,Bemowo,2,6.7729625791,14636.363636
51,Tak,2,380 000,BLOK,wtórny,Białołęka,4,10.88675137,7450.9803922
31,Nie,1,317 000,BLOK,wtórny,Mokotów,0,4.8023633232,10225.806452
68,Tak,2,539 000,BLOK,wtórny,Praga_Południe,1,5.6072320923,7926.4705882
56,Tak,3,490 000,BLOK,wtórny,Mokotów,9,4.8023633232,8750
112,Tak,4,1 950 000,APARTAMENTOWIEC,wtórny,Śródmieście,4,0.8036307544,17410.714286
80,Tak,3,1 100 000,BLOK,wtórny,Ursynów,0,12.026545988,13750
42,Nie,2,463 000,BLOK,pierwotny,Ochota,3,4.828175805,11023.809524
44,Nie,2,449 000,APARTAMENTOWIEC,pierwotny,Praga_Południe,5,7.0517669483,10204.545455
27,Tak,1,295 000,BLOK,wtórny,Targówek,3,8.1459820889,10925.925926
49,Tak,4,529 000,BLOK,wtórny,Bemowo,5,8.0016763147,10795.918367
40,Nie,2,349 000,BLOK,pierwotny,Ursus,5,9.3623935609,8725
60,Tak,3,560 000,BLOK,wtórny,Praga_Południe,2,5.6072320923,9333.3333333
30,Tak,1,355 000,BLOK,wtórny,Bemowo,3,5.8250401079,11833.333333
24,Tak,1,340 000,BLOK,wtórny,Śródmieście,3,6.633191993,14166.666667
64,Tak,3,499 000,BLOK,wtórny,Białołęka,0,10.88675137,7796.875
54,Tak,3,510 000,BLOK,wtórny,Targówek,4,6.4989536162,9444.4444444
80,Tak,3,890 000,APARTAMENTOWIEC,wtórny,Mokotów,4,6.4680578699,11125
37,Tak,1,395 000,KAMIENICA,wtórny,Ochota,2,2.1464582284,10675.675676
37,Tak,2,439 000,BLOK,wtórny,Śródmieście,0,0.8036307544,11864.864865
50,Nie,2,570 000,APARTAMENTOWIEC,pierwotny,Mokotów,0,6.017654577,11400
64,Tak,3,550 000,BLOK,wtórny,Ursus,0,8.4627202806,8593.75
24,Tak,1,330 000,OTHER,wtórny,Mokotów,0,4.8200999089,13750
51,Tak,3,899 000,KAMIENICA,wtórny,Śródmieście,4,0.8036307544,17627.45098
54,Tak,3,599 000,BLOK,wtórny,Wilanów,0,10.151079233,11092.592593
41,Tak,2,495 000,KAMIENICA,wtórny,Mokotów,4,4.0006988042,12073.170732
63,Tak,3,479 000,BLOK,wtórny,Bemowo,2,6.7729625791,7603.1746032
62,Tak,3,870 000,KAMIENICA,wtórny,Śródmieście,3,1.3305456078,14032.258065
48,Tak,2,470 000,BLOK,wtórny,Targówek,1,6.4989536162,9791.6666667
54,Tak,3,630 000,BLOK,wtórny,Praga_Południe,6,5.6072320923,11666.666667
52,Nie,2,670 000,KAMIENICA,wtórny,Mokotów,4,4.8023633232,12884.615385
64,Tak,4,699 000,BLOK,wtórny,Targówek,7,5.7470093554,10921.875
69,Tak,3,832 000,BLOK,wtórny,Mokotów,6,5.5412896076,12057.971014
26,Tak,1,275 000,BLOK,wtórny,Żoliborz,4,4.1942763133,10576.923077
20,Nie,1,250 000,BLOK,wtórny,Wola,2,2.6554000851,12500
47,Tak,3,408 900,BLOK,wtórny,Targówek,4,7.5174748996,8700
70,Tak,3,900 000,APARTAMENTOWIEC,wtórny,Praga_Południe,1,7.3118870799,12857.142857
38,Tak,2,430 000,BLOK,wtórny,Wola,3,2.6554000851,11315.789474
39,Nie,2,290 000,APARTAMENTOWIEC,pierwotny,Wesoła,1,16.216240502,7435.8974359
75,Nie,4,590 000,BLOK,wtórny,Żoliborz,1,6.0875522086,7866.6666667
84,Nie,4,665 000,BLOK,pierwotny,Praga_Południe,3,5.8185671346,7916.6666667
56,Tak,3,700 000,KAMIENICA,wtórny,Ochota,5,2.8835441668,12500
85,Tak,4,930 000,BLOK,wtórny,Wola,6,2.2767987579,10941.176471
39,Tak,2,410 000,BLOK,wtórny,Wola,8,1.1774227476,10512.820513
37,Tak,2,420 000,BLOK,wtórny,Mokotów,5,4.7112362511,11351.351351
77,Tak,3,649 000,BLOK,wtórny,Bielany,3,5.2538028914,8428.5714286
48,Tak,2,610 000,KAMIENICA,wtórny,Mokotów,2,4.0588428062,12708.333333
35,Nie,1,375 000,BLOK,wtórny,Wola,3,3.2064914927,10714.285714
26,Tak,1,330 000,BLOK,wtórny,Wola,7,1.8572188018,12692.307692
46,Nie,2,385 000,BLOK,wtórny,Bielany,7,6.7870855964,8369.5652174
55,Tak,2,593 900,APARTAMENTOWIEC,wtórny,Ursynów,2,12.178887444,10798.181818
47,Tak,3,410 000,BLOK,wtórny,Praga_Północ,3,4.1078722456,8723.4042553
