size_sqmeters,decorated,no_rooms,price,type_of_building,market,district,floor_no,line_distance,price_per_sqmet
47,Nie,2,418 000,KAMIENICA,wtórny,Praga_Południe,1,5.6390914578,8893.6170213
33,Tak,2,660 000,APARTAMENTOWIEC,wtórny,Mokotów,0,5.2818969104,20000
26,Tak,2,430 000,KAMIENICA,wtórny,Mokotów,0,3.5989477699,16538.461538
78,Unknown,3,1 250 000,APARTAMENTOWIEC,wtórny,Mokotów,4,4.7358491447,16025.641026
40,Nie,2,286 201,BLOK,pierwotny,Białołęka,,13.229381562,7155.025
76,Tak,3,725 000,APARTAMENTOWIEC,wtórny,Mokotów,2,6.0772270017,9539.4736842
120,Tak,4,724 000,BLOK,wtórny,Włochy,4,7.5681152918,6033.3333333
99,Unknown,5,780 000,BLOK,wtórny,Praga_Południe,2,6.6386281692,7878.7878788
117,Tak,2,1 630 000,KAMIENICA,wtórny,Śródmieście,3,0.5807540601,13931.623932
57,Nie,2,384 000,BLOK,pierwotny,Rembertów,3,12.641460549,6736.8421053
41,Nie,2,335 000,APARTAMENTOWIEC,pierwotny,Ursus,2,8.9980627798,8170.7317073
64,Tak,2,730 000,APARTAMENTOWIEC,wtórny,Mokotów,5,3.8898860331,11406.25
47,Nie,2,356 000,APARTAMENTOWIEC,pierwotny,Ursus,1,8.9980627798,7574.4680851
38,Unknown,2,439 000,OTHER,wtórny,Wola,9,4.295519418,11552.631579
46,Tak,3,439 000,BLOK,wtórny,Praga_Południe,4,6.3176560692,9543.4782609
99,Tak,4,1 225 000,BLOK,wtórny,Mokotów,4,6.2033677325,12373.737374
36,Unknown,2,435 000,APARTAMENTOWIEC,wtórny,Ochota,1,3.5416362203,12083.333333
75,Tak,3,650 000,APARTAMENTOWIEC,wtórny,Praga_Południe,2,6.8027717344,8666.6666667
74,Tak,3,945 000,APARTAMENTOWIEC,wtórny,Mokotów,1,7.2180750744,12770.27027
23,Nie,1,259 000,BLOK,wtórny,Praga_Południe,4,6.5576716356,11260.869565
72,Unknown,4,600 000,OTHER,wtórny,Ursynów,4,8.6292655419,8333.3333333
52,Unknown,3,610 000,APARTAMENTOWIEC,wtórny,Mokotów,2,6.5523497576,11730.769231
60,Unknown,2,545 000,APARTAMENTOWIEC,wtórny,Targówek,0,6.2764999209,9083.3333333
95,Unknown,2,289 000,KAMIENICA,pierwotny,Białołęka,1,3.0297074491,3042.1052632
41,Unknown,2,303 972,BLOK,pierwotny,Rembertów,,12.419230121,7413.9512195
71,Unknown,4,508 218,BLOK,pierwotny,Rembertów,,12.419230121,7158
78,Tak,4,699 000,BLOK,wtórny,Ursynów,0,9.1871694884,8961.5384615
58,Tak,3,465 000,BLOK,wtórny,Białołęka,2,9.8333093071,8017.2413793
32,Tak,1,275 000,OTHER,wtórny,Białołęka,0,9.9679532437,8593.75
31,Nie,1,290 000,APARTAMENTOWIEC,wtórny,Wawer,0,9.3115730963,9354.8387097
31,Unknown,1,340 000,OTHER,wtórny,Mokotów,7,7.3350183782,10967.741935
102,Nie,4,1 289 000,BLOK,wtórny,Śródmieście,5,2.1003257888,12637.254902
65,Tak,3,1 099 000,APARTAMENTOWIEC,wtórny,Śródmieście,11,2.3872106581,16907.692308
46,Nie,3,500 000,BLOK,wtórny,Wola,8,1.9211994585,10869.565217
61,Unknown,3,629 000,BLOK,wtórny,Wola,8,3.2090392067,10311.47541
32,Tak,1,268 000,BLOK,wtórny,Białołęka,0,10.756136141,8375
58,Tak,3,699 000,BLOK,wtórny,Ursynów,8,7.7967241445,12051.724138
50,Tak,2,420 000,BLOK,wtórny,Bemowo,9,7.2977453463,8400
51,Tak,2,555 000,BLOK,wtórny,Ursynów,2,10.581414026,10882.352941
48,Tak,2,540 000,APARTAMENTOWIEC,wtórny,Bielany,2,6.7425595096,11250
60,Tak,3,599 000,BLOK,wtórny,Praga_Południe,1,5.4595847223,9983.3333333
44,Tak,2,535 000,APARTAMENTOWIEC,wtórny,Wilanów,0,11.223826273,12159.090909
136,Unknown,4,990 000,KAMIENICA,wtórny,Śródmieście,4,3.7294862954,7279.4117647
103,Tak,4,1 299 000,APARTAMENTOWIEC,wtórny,Praga_Południe,6,5.4769145562,12611.650485
37,Tak,2,369 000,BLOK,wtórny,Praga_Południe,3,5.5588817133,9972.972973
51,Tak,2,640 000,BLOK,wtórny,Bemowo,0,5.511964758,12549.019608
53,Nie,2,595 000,KAMIENICA,wtórny,Mokotów,2,5.0150100077,11226.415094
47,Tak,3,442 000,BLOK,wtórny,Bielany,1,8.5187938579,9404.2553191
81,Tak,3,810 000,OTHER,wtórny,Włochy,3,6.3569627155,10000
92,Nie,4,1 549 000,APARTAMENTOWIEC,pierwotny,Śródmieście,6,0.9470906163,16836.956522
100,Nie,4,1 440 000,KAMIENICA,wtórny,Śródmieście,5,1.4135127767,14400
55,Unknown,2,770 000,OTHER,wtórny,Praga_Południe,5,4.388907015,14000
64,Unknown,3,500 000,OTHER,wtórny,Praga_Południe,9,6.2817630942,7812.5
38,Nie,2,299 000,BLOK,wtórny,Praga_Północ,1,3.85754711,7868.4210526
74,Unknown,3,739 000,APARTAMENTOWIEC,wtórny,Bielany,6,5.5770829801,9986.4864865
49,Unknown,2,405 000,BLOK,wtórny,Bemowo,2,17.15500591,8265.3061224
106,Nie,3,1 150 000,KAMIENICA,wtórny,Śródmieście,4,0.8680545038,10849.056604
53,Tak,3,460 000,BLOK,wtórny,Białołęka,2,9.5885826661,8679.245283
40,Unknown,1,469 000,OTHER,wtórny,,11,0.5043869859,11725
50,Unknown,2,559 000,APARTAMENTOWIEC,wtórny,Wola,6,4.5913278513,11180
63,Tak,2,499 000,APARTAMENTOWIEC,wtórny,Białołęka,1,10.039187121,7920.6349206
31,Nie,1,329 000,BLOK,wtórny,Mokotów,10,0.7705545746,10612.903226
55,Tak,2,630 000,BLOK,wtórny,Mokotów,5,6.3323042836,11454.545455
46,Nie,2,422 000,APARTAMENTOWIEC,pierwotny,Bemowo,5,8.4518964333,9173.9130435
53,Tak,2,580 000,APARTAMENTOWIEC,wtórny,Wilanów,1,9.2829932976,10943.396226
40,Nie,2,379 000,KAMIENICA,wtórny,Wola,1,4.2633372517,9475
46,Tak,2,459 000,KAMIENICA,wtórny,Praga_Południe,2,5.337083369,9978.2608696
48,Tak,2,955 000,KAMIENICA,wtórny,Śródmieście,2,2.2171387388,19895.833333
47,Tak,2,820 000,BLOK,wtórny,Śródmieście,8,1.3733698707,17446.808511
31,Unknown,2,246 000,KAMIENICA,pierwotny,Białołęka,2,13.229381562,7935.483871
62,Nie,3,515 000,BLOK,wtórny,Ursynów,3,10.763334892,8306.4516129
25,Tak,1,339 000,OTHER,wtórny,Żoliborz,8,4.6845591883,13560
44,Unknown,2,575 000,APARTAMENTOWIEC,wtórny,Wola,0,3.1548868922,13068.181818
98,Unknown,4,770 000,OTHER,pierwotny,Wilanów,1,8.2071466356,7857.1428571
61,Tak,3,669 000,APARTAMENTOWIEC,wtórny,Ursynów,4,11.113149241,10967.213115
36,Unknown,2,249 000,OTHER,pierwotny,,1,0.5043869859,6916.6666667
26,Tak,1,349 000,BLOK,wtórny,Bielany,8,7.5317007054,13423.076923
38,Tak,2,369 000,BLOK,wtórny,Wola,0,4.7493199448,9710.5263158
77,Nie,2,1 034 000,KAMIENICA,wtórny,Śródmieście,0,1.0094208476,13428.571429
90,Tak,3,700 000,APARTAMENTOWIEC,wtórny,Ursus,3,7.8718580546,7777.7777778
32,Tak,1,319 000,APARTAMENTOWIEC,wtórny,Wilanów,0,11.398479374,9968.75
62,Tak,3,605 000,BLOK,wtórny,Bielany,2,9.6239617749,9758.0645161
48,Nie,3,399 000,BLOK,wtórny,Mokotów,1,6.6329464223,8312.5
47,Unknown,2,546 000,BLOK,wtórny,Mokotów,3,3.7284478138,11617.021277
94,Unknown,3,930 000,APARTAMENTOWIEC,wtórny,Wilanów,0,9.1654932688,9893.6170213
68,Nie,3,550 000,BLOK,wtórny,Ursynów,1,10.929616086,8088.2352941
113,Nie,4,1 850 000,KAMIENICA,wtórny,Ochota,2,3.5416362203,16371.681416
55,Tak,3,550 000,BLOK,wtórny,Bielany,7,7.2111753479,10000
48,Tak,3,470 000,BLOK,wtórny,Mokotów,8,6.633110934,9791.6666667
35,Unknown,2,425 000,BLOK,wtórny,Mokotów,2,4.4586270898,12142.857143
37,Nie,2,375 000,BLOK,wtórny,Wola,0,2.213501183,10135.135135
56,Tak,3,619 000,KAMIENICA,wtórny,Ochota,2,2.929687469,11053.571429
121,Tak,5,680 000,BLOK,wtórny,Białołęka,2,10.183496336,5619.8347107
65,Tak,4,799 000,KAMIENICA,wtórny,Śródmieście,5,2.3766344276,12292.307692
25,Tak,1,565 000,KAMIENICA,wtórny,Śródmieście,0,1.3625144116,22600
64,Unknown,3,585 000,KAMIENICA,wtórny,Wola,1,1.6675271976,9140.625
40,Nie,2,419 000,BLOK,wtórny,Śródmieście,8,1.6909236617,10475
23,Tak,1,344 000,APARTAMENTOWIEC,wtórny,Wola,9,3.2090392067,14956.521739
39,Nie,2,419 000,BLOK,wtórny,Śródmieście,4,1.6909236617,10743.589744
84,Nie,4,799 024,APARTAMENTOWIEC,pierwotny,Mokotów,2,6.0119263744,9512.1904762
86,Tak,4,695 000,BLOK,wtórny,Białołęka,0,11.778767944,8081.3953488
125,Tak,4,2 850 000,KAMIENICA,wtórny,Śródmieście,3,1.0203187983,22800
37,Nie,2,372 000,BLOK,wtórny,Praga_Północ,6,4.666886661,10054.054054
52,Tak,2,680 000,APARTAMENTOWIEC,wtórny,Praga_Południe,1,3.7827904228,13076.923077
108,Nie,3,1 569 000,KAMIENICA,wtórny,Śródmieście,8,1.9448982302,14527.777778
27,Unknown,1,269 000,OTHER,wtórny,Mokotów,2,4.1098194303,9962.962963
53,Unknown,2,477 000,OTHER,wtórny,Ursynów,1,9.0617819907,9000
46,Tak,4,495 000,BLOK,wtórny,Ursynów,7,10.548889439,10760.869565
51,Unknown,3,489 000,BLOK,wtórny,Wola,6,2.7078752907,9588.2352941
49,Nie,3,525 000,KAMIENICA,wtórny,Ochota,2,2.073948691,10714.285714
52,Tak,2,515 000,OTHER,wtórny,Praga_Południe,2,6.0236478835,9903.8461538
42,Unknown,2,389 000,BLOK,wtórny,Praga_Południe,1,5.2537965396,9261.9047619
77,Tak,4,642 000,BLOK,wtórny,Mokotów,7,7.107801423,8337.6623377
46,Tak,2,435 000,KAMIENICA,wtórny,Wola,3,2.2832756982,9456.5217391
73,Tak,3,680 000,BLOK,wtórny,Ochota,1,4.9429158511,9315.0684932
51,Tak,4,599 900,BLOK,wtórny,Żoliborz,7,5.4888113533,11762.745098
73,Nie,4,476 060,BLOK,pierwotny,Rembertów,3,10.265094424,6521.369863
27,Unknown,2,275 000,OTHER,wtórny,Praga_Południe,0,7.4188910142,10185.185185
47,Nie,2,435 000,APARTAMENTOWIEC,pierwotny,Bemowo,3,8.4518964333,9255.3191489
50,Tak,2,565 000,BLOK,wtórny,Praga_Południe,4,7.0746502973,11300
80,Tak,3,958 000,APARTAMENTOWIEC,wtórny,Żoliborz,1,5.6490823568,11975
25,Tak,1,330 000,BLOK,wtórny,Wola,3,4.9899532205,13200
71,Tak,3,520 000,BLOK,wtórny,Białołęka,1,10.491917781,7323.943662
38,Nie,2,399 000,APARTAMENTOWIEC,wtórny,Mokotów,2,6.5862000542,10500
31,Nie,2,246 000,BLOK,pierwotny,Białołęka,2,13.229381562,7935.483871
48,Nie,3,420 000,BLOK,wtórny,Ochota,4,4.0538705635,8750
37,Unknown,2,415 000,OTHER,wtórny,Mokotów,3,3.2786205422,11216.216216
38,Unknown,2,415 000,BLOK,wtórny,Wola,0,3.2090392067,10921.052632
43,Tak,2,489 000,BLOK,wtórny,Wola,1,3.080004437,11372.093023
37,Nie,2,334 043,BLOK,wtórny,Mokotów,0,6.0132948626,9028.1891892
43,Unknown,2,549 000,BLOK,wtórny,Bemowo,0,7.3298623427,12767.44186
47,Unknown,3,429 000,OTHER,wtórny,Mokotów,3,4.1854533006,9127.6595745
36,Unknown,1,310 000,APARTAMENTOWIEC,pierwotny,Wola,3,3.3669411095,8611.1111111
26,Nie,1,315 000,BLOK,wtórny,Wola,1,1.9126553912,12115.384615
117,Tak,5,1 260 000,APARTAMENTOWIEC,wtórny,Ursynów,5,10.014097263,10769.230769
38,Unknown,1,330 000,OTHER,pierwotny,Wola,,3.3157253799,8684.2105263
32,Tak,1,268 000,BLOK,wtórny,Białołęka,0,11.879900974,8375
38,Unknown,2,469 000,BLOK,wtórny,Mokotów,6,2.4070679687,12342.105263
18,Unknown,1,212 000,OTHER,pierwotny,Wola,,3.3522382385,11777.777778
64,Unknown,3,850 000,KAMIENICA,wtórny,Śródmieście,2,1.2840286187,13281.25
140,Tak,6,699 000,OTHER,wtórny,Rembertów,1,11.291346665,4992.8571429
75,Tak,4,489 000,BLOK,wtórny,Białołęka,1,10.360248587,6520
80,Tak,3,1 600 000,KAMIENICA,wtórny,Śródmieście,5,1.3205966747,20000
54,Tak,4,429 900,BLOK,wtórny,Targówek,2,9.8317087336,7961.1111111
85,Tak,3,799 000,APARTAMENTOWIEC,wtórny,Włochy,3,6.3654051772,9400
47,Unknown,2,495 000,KAMIENICA,wtórny,Włochy,2,3.9591633374,10531.914894
28,Tak,1,249 000,BLOK,wtórny,Białołęka,1,10.105029434,8892.8571429
130,Tak,4,858 000,BLOK,wtórny,Śródmieście,4,6.5279468917,6600
47,Unknown,2,534 000,OTHER,wtórny,Mokotów,1,3.623592653,11361.702128
38,Tak,2,395 000,BLOK,wtórny,Praga_Południe,4,4.1112463015,10394.736842
103,Tak,4,1 299 000,APARTAMENTOWIEC,wtórny,Praga_Południe,6,5.3809518111,12611.650485
52,Tak,2,599 000,BLOK,wtórny,Mokotów,1,5.458656027,11519.230769
49,Tak,2,581 000,KAMIENICA,wtórny,Mokotów,1,3.8898860331,11857.142857
38,Nie,2,315 000,BLOK,wtórny,Praga_Północ,5,4.4419807393,8289.4736842
41,Tak,2,530 000,BLOK,wtórny,Żoliborz,2,4.0012206278,12926.829268
38,Tak,2,559 000,APARTAMENTOWIEC,wtórny,Wola,1,3.2090392067,14710.526316
53,Tak,4,630 000,BLOK,wtórny,Ursynów,2,10.664119405,11886.792453
49,Tak,2,500 000,BLOK,wtórny,Mokotów,4,6.2408046587,10204.081633
88,Unknown,3,520 000,BLOK,wtórny,Ursus,3,8.9065282592,5909.0909091
46,Tak,2,450 000,BLOK,wtórny,Bemowo,11,6.3431015947,9782.6086957
63,Tak,3,499 000,BLOK,wtórny,Praga_Północ,10,4.034530125,7920.6349206
70,Nie,3,449 000,KAMIENICA,wtórny,Praga_Południe,4,4.6165843414,6414.2857143
125,Nie,4,635 000,OTHER,pierwotny,Wesoła,2,16.797772356,5080
36,Tak,2,409 000,KAMIENICA,wtórny,Bielany,2,6.6763422026,11361.111111
43,Nie,2,348 000,BLOK,pierwotny,Ursus,4,9.5887434661,8093.0232558
55,Tak,3,478 618,BLOK,wtórny,Włochy,9,4.8143136367,8702.1454545
66,Tak,3,651 085,BLOK,wtórny,Praga_Południe,5,5.1959717861,9864.9242424
23,Tak,1,339 000,BLOK,wtórny,Mokotów,3,4.8683110364,14739.130435
72,Unknown,3,795 000,APARTAMENTOWIEC,wtórny,Ursynów,2,10.027370276,11041.666667
50,Tak,2,435 000,OTHER,wtórny,Praga_Południe,11,5.9294614533,8700
28,Unknown,1,282 000,OTHER,wtórny,Mokotów,3,6.1675140955,10071.428571
94,Tak,3,1 700 000,KAMIENICA,wtórny,Żoliborz,0,4.026824036,18085.106383
55,Tak,3,549 000,KAMIENICA,wtórny,Praga_Południe,4,6.6435884033,9981.8181818
34,Nie,1,360 000,APARTAMENTOWIEC,wtórny,Praga_Południe,3,5.9951937494,10588.235294
75,Unknown,3,739 000,BLOK,wtórny,Bielany,1,5.5783005774,9853.3333333
47,Tak,3,469 999,BLOK,wtórny,Śródmieście,4,2.2240860837,9999.9787234
34,Nie,2,335 000,KAMIENICA,wtórny,Wola,1,2.191087662,9852.9411765
38,Tak,2,395 000,BLOK,wtórny,Praga_Południe,4,4.2657500536,10394.736842
92,Tak,3,820 000,BLOK,wtórny,Praga_Południe,1,7.0751185581,8913.0434783
50,Tak,3,500 000,BLOK,wtórny,Włochy,1,5.8196563423,10000
42,Unknown,1,399 000,OTHER,wtórny,Praga_Południe,4,4.1112463015,9500
56,Unknown,3,475 000,OTHER,wtórny,Wola,4,3.5622990011,8482.1428571
49,Unknown,3,465 000,BLOK,wtórny,Mokotów,3,4.4134003775,9489.7959184
47,Unknown,3,443 000,OTHER,wtórny,Praga_Południe,1,6.6864336402,9425.5319149
100,Nie,4,1 069 000,APARTAMENTOWIEC,wtórny,Praga_Południe,11,7.468294666,10690
42,Unknown,2,299 900,BLOK,wtórny,Ursus,2,8.7872202567,7140.4761905
43,Nie,2,480 043,APARTAMENTOWIEC,pierwotny,Praga_Północ,1,3.8199525099,11163.790698
51,Nie,2,562 358,APARTAMENTOWIEC,pierwotny,Praga_Północ,2,3.8199525099,11026.627451
48,Nie,2,530 377,APARTAMENTOWIEC,pierwotny,Praga_Północ,4,4.7495356415,11049.529167
33,Unknown,2,379 000,BLOK,wtórny,Bemowo,6,6.3431015947,11484.848485
88,Unknown,4,990 000,KAMIENICA,wtórny,Mokotów,4,3.8898860331,11250
65,Unknown,3,550 000,APARTAMENTOWIEC,wtórny,Bemowo,2,6.8086167936,8461.5384615
49,Nie,2,519 000,BLOK,wtórny,Mokotów,0,4.169467646,10591.836735
30,Tak,1,359 000,BLOK,wtórny,Mokotów,11,3.8769067667,11966.666667
68,Nie,3,597 000,OTHER,wtórny,Ursynów,8,10.664119405,8779.4117647
66,Tak,3,470 000,BLOK,wtórny,Targówek,9,7.8138108929,7121.2121212
44,Nie,2,470 000,APARTAMENTOWIEC,pierwotny,Wola,7,4.5368688922,10681.818182
60,Nie,3,595 000,OTHER,pierwotny,Wola,2,4.2562546576,9916.6666667
58,Unknown,2,440 000,OTHER,wtórny,Białołęka,1,9.2669002172,7586.2068966
80,Tak,3,1 100 000,BLOK,wtórny,Ursynów,0,12.277990931,13750
45,Nie,2,578 000,BLOK,wtórny,Ochota,5,4.2108656471,12844.444444
33,Nie,2,610 000,APARTAMENTOWIEC,wtórny,Mokotów,0,3.8898860331,18484.848485
35,Unknown,2,379 000,BLOK,wtórny,Bielany,2,5.5926690046,10828.571429
59,Nie,3,580 000,KAMIENICA,wtórny,Ochota,3,2.7080439747,9830.5084746
68,Tak,5,637 000,BLOK,wtórny,Praga_Południe,0,5.5588817133,9367.6470588
52,Tak,3,605 000,BLOK,wtórny,Śródmieście,1,2.3206211446,11634.615385
65,Tak,3,495 000,BLOK,wtórny,Białołęka,1,13.02727748,7615.3846154
42,Nie,2,335 000,BLOK,wtórny,Targówek,10,6.6467873867,7976.1904762
119,Tak,8,950 000,KAMIENICA,wtórny,Wola,1,3.2090392067,7983.1932773
85,Tak,4,790 000,BLOK,wtórny,Praga_Południe,4,3.7178877588,9294.1176471
41,Unknown,2,510 000,APARTAMENTOWIEC,pierwotny,Żoliborz,2,3.4509584298,12439.02439
39,Tak,2,460 000,BLOK,wtórny,Żoliborz,5,4.4149816041,11794.871795
105,Nie,4,640 000,BLOK,pierwotny,Białołęka,0,9.1018395694,6095.2380952
57,Tak,3,679 000,BLOK,wtórny,Mokotów,6,6.5757095948,11912.280702
40,Unknown,1,499 000,KAMIENICA,pierwotny,Praga_Północ,,3.6862085587,12475
54,Tak,3,498 000,BLOK,wtórny,Praga_Południe,6,4.4148082326,9222.2222222
55,Unknown,3,554 900,BLOK,wtórny,Bielany,7,6.6963663804,10089.090909
56,Unknown,3,460 000,BLOK,wtórny,Targówek,2,6.8126187282,8214.2857143
57,Nie,2,659 000,KAMIENICA,wtórny,Ochota,3,2.5089029731,11561.403509
85,Tak,3,1 080 000,APARTAMENTOWIEC,wtórny,Wilanów,4,9.4270809372,12705.882353
57,Tak,3,370 000,BLOK,wtórny,Białołęka,1,10.262602148,6491.2280702
78,Nie,3,739 000,APARTAMENTOWIEC,pierwotny,Mokotów,2,4.3284422143,9474.3589744
58,Tak,2,455 000,BLOK,wtórny,Praga_Południe,4,6.8621100177,7844.8275862
137,Tak,5,2 190 000,BLOK,wtórny,Wilanów,3,8.6747711749,15985.40146
48,Tak,2,469 000,BLOK,wtórny,Ursus,1,8.3139383434,9770.8333333
53,Unknown,3,539 000,BLOK,wtórny,Ursynów,3,8.3801429551,10169.811321
105,Tak,4,1 070 000,APARTAMENTOWIEC,wtórny,Żoliborz,10,4.6508401972,10190.47619
81,Tak,3,983 000,BLOK,wtórny,Wola,8,1.8442010767,12135.802469
37,Tak,2,394 320,BLOK,wtórny,Mokotów,0,2.6884696898,10657.297297
36,Unknown,2,290 000,OTHER,wtórny,Praga_Południe,0,6.588497445,8055.5555556
27,Tak,1,340 000,BLOK,wtórny,Ochota,2,4.2275644377,12592.592593
65,Tak,3,730 000,APARTAMENTOWIEC,wtórny,Mokotów,1,9.8485361836,11230.769231
59,Tak,2,620 000,APARTAMENTOWIEC,wtórny,Ochota,1,4.6897791857,10508.474576
40,Tak,2,480 000,BLOK,wtórny,Mokotów,10,5.0409195001,12000
102,Tak,4,795 000,APARTAMENTOWIEC,wtórny,Włochy,2,6.5059683369,7794.1176471
51,Tak,2,730 000,OTHER,wtórny,Mokotów,1,3.1436822209,14313.72549
54,Tak,3,496 000,BLOK,wtórny,Bielany,3,8.5187938579,9185.1851852
65,Tak,2,980 000,APARTAMENTOWIEC,wtórny,Śródmieście,5,0.4423938647,15076.923077
40,Tak,2,569 000,BLOK,wtórny,Śródmieście,5,0.6650517356,14225
19,Tak,1,259 900,BLOK,wtórny,Ochota,4,5.8787015224,13678.947368
40,Nie,2,435 000,BLOK,wtórny,Śródmieście,11,0.9470906163,10875
51,Tak,2,469 000,APARTAMENTOWIEC,wtórny,Ursus,2,9.1240834926,9196.0784314
74,Tak,3,580 000,APARTAMENTOWIEC,wtórny,Ursus,7,8.1808952791,7837.8378378
37,Nie,2,310 000,BLOK,wtórny,Praga_Północ,5,4.7207650209,8378.3783784
70,Tak,3,899 000,KAMIENICA,wtórny,Śródmieście,4,1.3112368079,12842.857143
124,Unknown,4,1 200 000,APARTAMENTOWIEC,wtórny,Targówek,3,7.9395695193,9677.4193548
55,Unknown,2,380 000,APARTAMENTOWIEC,wtórny,Białołęka,4,9.7644961446,6909.0909091
52,Nie,2,559 000,KAMIENICA,wtórny,Mokotów,1,3.3455495878,10750
42,Nie,2,365 000,BLOK,wtórny,Bielany,4,5.4155970325,8690.4761905
24,Tak,1,399 900,APARTAMENTOWIEC,pierwotny,Praga_Północ,1,2.8680316932,16662.5
47,Tak,2,410 000,BLOK,wtórny,Białołęka,1,10.756136141,8723.4042553
74,Tak,4,810 000,BLOK,wtórny,Wola,1,5.0291493357,10945.945946
67,Tak,3,999 000,KAMIENICA,wtórny,Mokotów,1,3.098319958,14910.447761
72,Tak,3,789 000,APARTAMENTOWIEC,wtórny,Wola,7,3.2090392067,10958.333333
43,Nie,2,471 000,APARTAMENTOWIEC,pierwotny,Śródmieście,,2.9543436042,10953.488372
38,Tak,2,459 000,BLOK,wtórny,Praga_Południe,6,4.4491961559,12078.947368
81,Tak,3,982 000,APARTAMENTOWIEC,wtórny,Wola,8,1.2595323412,12123.45679
38,Nie,2,500 000,KAMIENICA,pierwotny,Praga_Północ,,4.4456055747,13157.894737
44,Tak,2,320 000,BLOK,wtórny,Białołęka,0,10.855504941,7272.7272727
89,Nie,4,762 900,APARTAMENTOWIEC,pierwotny,Ursynów,1,7.6947787203,8571.9101124
53,Unknown,2,477 000,BLOK,wtórny,Ursynów,1,9.0437105822,9000
51,Tak,2,579 000,APARTAMENTOWIEC,wtórny,Praga_Południe,11,7.468294666,11352.941176
55,Unknown,3,534 432,BLOK,wtórny,Ochota,1,5.1948285862,9716.9454545
71,Nie,3,625 000,BLOK,wtórny,Ursynów,3,12.013870785,8802.8169014
48,Tak,3,597 000,BLOK,wtórny,Śródmieście,1,2.3214464557,12437.5
66,Nie,3,731 500,APARTAMENTOWIEC,pierwotny,Mokotów,3,6.6248849915,11083.333333
32,Tak,1,470 000,KAMIENICA,wtórny,Śródmieście,3,0.4964526163,14687.5
44,Tak,2,693 315,KAMIENICA,wtórny,Wola,5,0.7767721408,15757.159091
129,Tak,3,1 050 000,APARTAMENTOWIEC,wtórny,Ursynów,1,6.0092906911,8139.5348837
58,Nie,2,763 000,KAMIENICA,wtórny,Śródmieście,3,1.3260991434,13155.172414
58,Tak,3,680 000,BLOK,wtórny,Mokotów,11,5.633733745,11724.137931
56,Unknown,3,549 999,BLOK,wtórny,Mokotów,1,4.4618777275,9821.4107143
51,Tak,2,485 000,BLOK,wtórny,Ursynów,,10.485336734,9509.8039216
78,Tak,4,999 000,KAMIENICA,wtórny,Śródmieście,5,1.5460520155,12807.692308
35,Nie,2,385 000,BLOK,wtórny,Bielany,2,5.4318783019,11000
56,Nie,2,545 000,BLOK,wtórny,Mokotów,1,3.8073286925,9732.1428571
34,Nie,2,359 000,APARTAMENTOWIEC,wtórny,Mokotów,3,6.2619159179,10558.823529
58,Tak,2,465 000,BLOK,wtórny,Białołęka,3,9.8317442621,8017.2413793
100,Tak,4,1 440 000,KAMIENICA,wtórny,Śródmieście,5,1.4135127767,14400
37,Tak,2,308 000,BLOK,wtórny,Białołęka,0,10.609131825,8324.3243243
56,Unknown,3,410 000,OTHER,wtórny,Białołęka,1,10.515860494,7321.4285714
54,Nie,3,699 000,APARTAMENTOWIEC,pierwotny,Śródmieście,7,3.2090392067,12944.444444
142,Tak,5,1 999 999,APARTAMENTOWIEC,wtórny,Mokotów,5,3.706060527,14084.5
54,Tak,2,637 000,APARTAMENTOWIEC,wtórny,Mokotów,9,0.5043869859,11796.296296
35,Tak,2,486 500,KAMIENICA,wtórny,Mokotów,2,4.2980370541,13900
36,Tak,2,335 000,BLOK,wtórny,Ochota,3,3.6756798718,9305.5555556
56,Tak,3,469 000,BLOK,wtórny,Bielany,9,6.0934158718,8375
38,Tak,1,550 000,KAMIENICA,wtórny,Śródmieście,5,1.2657864506,14473.684211
121,Tak,4,899 000,BLOK,wtórny,Targówek,3,7.2967104121,7429.7520661
101,Tak,3,1 000 000,APARTAMENTOWIEC,wtórny,Mokotów,7,6.0368873701,9900.990099
155,Unknown,5,850 000,OTHER,wtórny,Wawer,2,11.060172333,5483.8709677
139,Tak,4,900 000,OTHER,wtórny,Wawer,1,11.060172333,6474.8201439
70,Tak,3,580 000,BLOK,wtórny,Ursus,3,8.1158913883,8285.7142857
31,Nie,2,244 000,BLOK,pierwotny,Białołęka,2,13.229381562,7870.9677419
66,Nie,3,595 000,BLOK,wtórny,Wawer,3,12.561072918,9015.1515152
56,Tak,3,790 000,KAMIENICA,wtórny,Wola,1,1.4554967698,14107.142857
42,Tak,2,350 000,OTHER,wtórny,Targówek,3,5.428611892,8333.3333333
28,Nie,2,229 000,BLOK,pierwotny,Białołęka,3,12.939713538,8178.5714286
66,Tak,4,599 000,BLOK,wtórny,Ursynów,1,9.9089436614,9075.7575758
68,Tak,3,995 000,KAMIENICA,wtórny,Śródmieście,2,2.3175798758,14632.352941
59,Tak,3,495 000,BLOK,wtórny,Białołęka,0,12.659971752,8389.8305085
44,Nie,2,360 000,APARTAMENTOWIEC,pierwotny,Białołęka,5,12.458395127,8181.8181818
79,Tak,3,1 090 000,APARTAMENTOWIEC,wtórny,Wola,2,2.6593479968,13797.468354
18,Tak,1,206 500,BLOK,wtórny,Praga_Południe,3,5.1294388386,11472.222222
66,Unknown,3,750 000,APARTAMENTOWIEC,wtórny,Praga_Południe,3,4.8262040943,11363.636364
